,attraction_name,category,rating,reviews,categories,address,city
215,Des Moines Civic Center,Civic center,4.7,273,"Civic center, Arts organization, Concert hall, Performing arts theater","Des Moines Civic Center, 221 Walnut St, Des Moines, IA 50309",Des-moines
216,Ashley Okland Star Playground,Playground,4.6,247,"Playground, Tourist attraction","Ashley Okland Star Playground, 1895 E McKinley Ave, Des Moines, IA 50320",Des-moines
217,Jasper Winery,Winery,4.6,194,"Winery, Bar, Event venue, Tourist attraction","Jasper Winery, 2400 George Flagg Pkwy, Des Moines, IA 50321",Des-moines
218,Sargent Park,Park,4.3,169,"Park, Tourist attraction","Sargent Park, 3530 E Douglas Ave, Des Moines, IA 50317",Des-moines
219,Heritage Carousel of Des Moines,Amusement park ride,4.7,140,"Amusement park ride, Park, Tourist attraction","Heritage Carousel of Des Moines, 1801 Pennsylvania Ave, Des Moines, IA 50316",Des-moines
220,Terrace Hill Historic Site,Historical landmark,4.8,119,"Historical landmark, Tourist attraction","Terrace Hill Historic Site, 2300 Grand Ave, Des Moines, IA 50312",Des-moines
221,Jordan House,Museum,4.6,94,"Museum, Tourist attraction","Jordan House, 2001 Fuller Rd, West Des Moines, IA 50265",Des-moines
222,Clare and Miles Mills Rose Garden,Park,4.6,73,"Park, Tourist attraction","Clare and Miles Mills Rose Garden, 4500 Grand Ave, Des Moines, IA 50312",Des-moines
223,Better Homes and Gardens Test Garden,Garden,4.4,48,"Garden, Tourist attraction","Better Homes and Gardens Test Garden, 1716 Locust St, Des Moines, IA 50309",Des-moines
224,Des Moines Sky Walks,Bridge,4.1,32,"Bridge, Tourist attraction","Des Moines Sky Walks, Des Moines, IA 50309",Des-moines
225,Augmented Reality Mural -interactive- on Northern-most half pike,Tourist attraction,5,1,Tourist attraction,"Augmented Reality Mural -interactive- on Northern-most half pike, 901 2nd Ave, Des Moines, IA 50309",Des-moines
226,Sleepy Hollow Sports Park,Park,4.3,506,"Park, Event venue, Haunted house, Recreation center, Tourist attraction","Sleepy Hollow Sports Park, 4051 Dean Ave, Des Moines, IA 50317",Des-moines
227,Iowa Women of Achievement Bridge,Bridge,4.7,151,"Bridge, Tourist attraction","Iowa Women of Achievement Bridge, Principal Riv Walk, Des Moines, IA 50309",Des-moines
228,South Des Moines Sculpture Park,Museum,4.3,94,"Museum, Tourist attraction","South Des Moines Sculpture Park, 768-798 McKinley Ave, Des Moines, IA 50315",Des-moines
229,Giant Garden Trowel,Sculpture,5,6,"Sculpture, Tourist attraction","Giant Garden Trowel, Des Moines, IA 50309",Des-moines
230,East Des Moines Diamond Railroad Crossing #2,Tourist attraction,5,1,Tourist attraction,"East Des Moines Diamond Railroad Crossing #2, Des Moines, IA 50317",Des-moines
231,East Village Mural,Tourist attraction,,,Tourist attraction,"East Village Mural, 525 E Grand Ave, Des Moines, IA 50309",Des-moines
232,Urban Air Trampoline and Adventure Park,Amusement park,4.4,675,Amusement park,"Urban Air Trampoline and Adventure Park, 5758 Hamlin Groves Tr, Winter Garden, FL 34787",Orlando
233,Magic Kingdom Park,Theme park,4.6,221929,"Theme park, Tourist attraction","Magic Kingdom Park, Bay Lake, FL 32836",Orlando
234,Universal Orlando Resort,Theme park,4.7,178775,"Theme park, Amusement park, Tourist attraction","Universal Orlando Resort, 6000 Universal Blvd, Orlando, FL 32819",Orlando
235,Epcot,Theme park,4.7,141956,"Theme park, Amusement park, Tourist attraction","Epcot, Bay Lake, FL",Orlando
236,Universal Studios Florida,Theme park,4.7,137778,"Theme park, Tourist attraction","Universal Studios Florida, 6000 Universal Blvd, Orlando, FL 32819",Orlando
237,Disney's Animal Kingdom Theme Park,Theme park,4.7,126291,"Theme park, Amusement park, Tourist attraction","Disney's Animal Kingdom Theme Park, Bay Lake, FL 34747",Orlando
238,SeaWorld Orlando,Theme park,4.4,99749,"Theme park, Amusement park, Tourist attraction","SeaWorld Orlando, 7007 Sea World Dr, Orlando, FL 32821",Orlando
239,Universal Islands of Adventure,Theme park,4.7,94564,"Theme park, Tourist attraction","Universal Islands of Adventure, 6000 Universal Blvd, Orlando, FL 32819",Orlando
240,ICON Park,Tourist attraction,4.6,44312,Tourist attraction,"ICON Park, 8375 International Dr, Orlando, FL 32819",Orlando
241,Aquatica Orlando,Water park,4.4,29384,"Water park, Tourist attraction","Aquatica Orlando, 5800 Water Play Way, Orlando, FL 32821",Orlando
242,Universal Volcano Bay,Water park,4.5,26860,"Water park, Theme park, Tourist attraction","Universal Volcano Bay, 6000 Universal Blvd, Orlando, FL 32819",Orlando
243,Gatorland,Amusement park,4.6,22329,"Amusement park, Animal park, Theme park, Tourist attraction, Water park, Wildlife park, Zoo","Gatorland, 14501 S Orange Blossom Trl, Orlando, FL 32837",Orlando
244,Lake Eola Park,Park,4.7,22027,"Park, Tourist attraction","Lake Eola Park, 512 E Washington St, Orlando, FL 32801",Orlando
245,The Wheel at ICON Park,Ferris wheel,4.6,19244,"Ferris wheel, Amusement park ride, Tourist attraction","The Wheel at ICON Park, Orlando, FL 32819",Orlando
246,The Wizarding World of Harry Potter - Diagon Alley,Theme park,4.8,16811,"Theme park, Tourist attraction","The Wizarding World of Harry Potter - Diagon Alley, 6000 Universal Blvd, Orlando, FL 32819",Orlando
247,The Escape Game Orlando,Escape room center,5,15846,"Escape room center, Amusement center, Corporate entertainment service, Leisure centre, Tourist attraction","The Escape Game Orlando, 8145 International Dr #511, Orlando, FL 32819",Orlando
248,Fun Spot America,Amusement park,4.5,15383,"Amusement park, Go-kart track, Roller coaster, Theme park, Tourist attraction, Video arcade","Fun Spot America, 5700 Fun Spot Way, Orlando, FL 32819",Orlando
249,Disney's Typhoon Lagoon Water Park,Water park,4.7,12765,"Water park, Theme park, Tourist attraction","Disney's Typhoon Lagoon Water Park, Lake Buena Vista, FL 32830",Orlando
250,Discovery Cove,Amusement park,4.7,11714,"Amusement park, Tourist attraction","Discovery Cove, 6000 Discovery Cove Way, Orlando, FL 32821",Orlando
251,SEA LIFE Orlando Aquarium,Aquarium,4.4,11087,"Aquarium, Tourist attraction","SEA LIFE Orlando Aquarium, 8449 International Dr, Orlando, FL 32819",Orlando
252,Ripley's Believe It or Not!,Tourist attraction,4.2,9420,Tourist attraction,"Ripley's Believe It or Not!, 8201 International Dr, Orlando, FL 32819",Orlando
253,Dolphin Theater,Aquarium,4.8,8147,"Aquarium, Tourist attraction","Dolphin Theater, 7007 Sea World Dr, Orlando, FL 32821",Orlando
254,The Wizarding World of Harry Potter - Hogsmeade,Tourist attraction,4.8,8120,"Tourist attraction, Theme park","The Wizarding World of Harry Potter - Hogsmeade, 6000 Universal Blvd, Orlando, FL 32819",Orlando
255,Madame Tussauds Orlando,Tourist attraction,4.6,7191,Tourist attraction,"Madame Tussauds Orlando, 8387 International Dr, Orlando, FL 32819",Orlando
256,Orlando Science Center,Science museum,4.6,6991,"Science museum, Art gallery, Children's museum, Event venue, Museum, Preschool, Summer camp, Technology museum, Tourist attraction, Wedding venue","Orlando Science Center, 777 E Princeton St, Orlando, FL 32803",Orlando
257,Jurassic Park River Adventure(tm),Amusement park ride,4.7,6805,"Amusement park ride, Tourist attraction","Jurassic Park River Adventure(tm), 6000 Universal Blvd, Orlando, FL 32819",Orlando
258,Skull Island: Reign of Kong,Amusement park ride,4.4,5177,"Amusement park ride, Tourist attraction","Skull Island: Reign of Kong, 6000 Universal Blvd, Orlando, FL 32819",Orlando
259,Harry P Leu Gardens,Botanical garden,4.7,4787,"Botanical garden, Museum, Tourist attraction","Harry P Leu Gardens, 1920 N Forest Ave, Orlando, FL 32803",Orlando
260,MEN IN BLACK Alien Attack,Amusement park ride,4.4,4269,"Amusement park ride, Tourist attraction","MEN IN BLACK Alien Attack, World Expo, 6000 Universal Blvd, Orlando, FL 32819",Orlando
261,Harry Potter and the Forbidden Journey,Amusement park ride,4.8,4081,"Amusement park ride, Tourist attraction","Harry Potter and the Forbidden Journey, Orlando, FL 32819",Orlando
262,Titanic: The Artifact Exhibition,Museum,4.5,3955,"Museum, Tourist attraction","Titanic: The Artifact Exhibition, 7324 International Dr, Orlando, FL 32819",Orlando
263,Bill Frederick Park,Park,4.6,2778,"Park, Tourist attraction","Bill Frederick Park, 3401 S Hiawassee Rd, Orlando, FL 32835",Orlando
264,Chocolate Kingdom - Factory Adventure Tour,Chocolate shop,4.6,2533,"Chocolate shop, Tourist attraction","Chocolate Kingdom - Factory Adventure Tour, 9901 Hawaiian Ct, Orlando, FL 32819",Orlando
265,iFLY Indoor Skydiving - Orlando,Skydiving center,4.7,2242,"Skydiving center, Adventure sports, Adventure sports center, Amusement center, Amusement park, Children's amusement center, Corporate entertainment service, Event venue, Recreation center, Tourist attraction","iFLY Indoor Skydiving - Orlando, 8969 International Dr, Orlando, FL 32819",Orlando
266,Museum of Illusions Orlando,Museum,4.4,2168,"Museum, Tourist attraction","Museum of Illusions Orlando, 8375 International Drive Icon Park, FREE PARKING GARAGE: Floors 4-7, Suite #250, Orlando, FL 32819",Orlando
267,Orlando Starflyer,Amusement park ride,4.7,1866,"Amusement park ride, Park & ride, Theme park, Tourist attraction","Orlando Starflyer, 8265 International Dr unit c suite 108, Orlando, FL 32819",Orlando
268,Sea Lion and Otter Stadium,Tourist attraction,4.7,1845,Tourist attraction,"Sea Lion and Otter Stadium, 7007 Sea World Dr, Orlando, FL 32821",Orlando
269,Manta,Roller coaster,4.8,1776,"Roller coaster, Tourist attraction","Manta, 7007 Sea World Dr, Orlando, FL 32821",Orlando
270,Escapology,Escape room center,4.7,1646,"Escape room center, Tourist attraction","Escapology, 11951 International Dr c3, Orlando, FL 32821",Orlando
271,Fast & Furious Supercharged,Amusement park ride,1.9,1449,"Amusement park ride, Tourist attraction","Fast & Furious Supercharged, 6000 Universal Blvd, Orlando, FL 32819",Orlando
272,Harry Potter and the Escape from Gringotts,Roller coaster,4.6,1317,"Roller coaster, Amusement park ride, Tourist attraction","Harry Potter and the Escape from Gringotts, 6000 Universal Blvd, Orlando, FL 32819",Orlando
